Amplitude,Var Amp,RR,Var RR,HR,Var HR
-0.04101562499999999,0.15680061502659573,0.75,0.09531914893617044,80.0,9.869463928148079
0.12890624999999997,0.013121259973404228,0.73,0.07531914893617042,82.19178082191782,7.677683106230262
-0.0439453125,0.15973030252659576,0.72,0.06531914893617041,83.33333333333334,6.536130594814736
0.140625,0.024840009973404256,0.66,0.00531914893617047,90.9090909090909,1.0396269809428276
-0.023437499999999997,0.13922249002659573,0.7,0.045319148936170395,85.71428571428572,4.1551782138623565
0.140625,0.024840009973404256,0.66,0.00531914893617047,90.9090909090909,1.0396269809428276
0.1728515625,0.057066572473404256,0.64,0.014680851063829548,93.75,3.880536071851921
0.0146484375,0.10113655252659574,0.63,0.024680851063829556,95.23809523809524,5.368631309947162
0.06738281249999999,0.04840217752659576,0.61,0.044680851063829574,98.36065573770492,8.491191809556838
0.04101562499999999,0.07476936502659576,0.6,0.05468085106382958,100.0,10.130536071851921
-0.011718749999999998,0.12750374002659573,0.62,0.034680851063829565,96.7741935483871,6.904729620239024
-0.052734375,0.16851936502659576,0.66,0.00531914893617047,90.9090909090909,1.0396269809428276
0.0,0.11578499002659574,0.69,0.035319148936170386,86.95652173913044,2.9129421890176417
0.07910156249999999,0.03668342752659576,0.63,0.024680851063829556,95.23809523809524,5.368631309947162
0.15820312499999997,0.04241813497340423,0.66,0.00531914893617047,90.9090909090909,1.0396269809428276
0.1611328125,0.045347822473404256,0.67,0.015319148936170479,89.55223880597015,0.31722512217793053
0.0908203125,0.024964677526595744,0.63,0.024680851063829556,95.23809523809524,5.368631309947162
-0.05859375,0.17437874002659576,0.64,0.014680851063829548,93.75,3.880536071851921
0.16406249999999997,0.04827750997340423,0.71,0.055319148936170404,84.50704225352113,5.362421674626944
0.18457031249999997,0.06878532247340423,0.73,0.07531914893617042,82.19178082191782,7.677683106230262
0.25781249999999994,0.1420275099734042,0.66,0.00531914893617047,90.9090909090909,1.0396269809428276
0.0087890625,0.10699592752659574,0.73,0.07531914893617042,82.19178082191782,7.677683106230262
0.020507812499999997,0.09527717752659574,0.75,0.09531914893617044,80.0,9.869463928148079
0.24316406249999997,0.12737907247340424,0.72,0.06531914893617041,83.33333333333334,6.536130594814736
0.0703125,0.045472490026595744,0.68,0.025319148936170488,88.23529411764706,1.634169810501021
0.12890624999999997,0.013121259973404228,0.66,0.00531914893617047,90.9090909090909,1.0396269809428276
0.205078125,0.08929313497340426,0.68,0.025319148936170488,88.23529411764706,1.634169810501021
0.0,0.11578499002659574,0.7,0.045319148936170395,85.71428571428572,4.1551782138623565
0.12890624999999997,0.013121259973404228,0.66,0.00531914893617047,90.9090909090909,1.0396269809428276
0.16699218749999997,0.05120719747340423,0.66,0.00531914893617047,90.9090909090909,1.0396269809428276
0.26953124999999994,0.1537462599734042,0.68,0.025319148936170488,88.23529411764706,1.634169810501021
0.216796875,0.10101188497340426,0.68,0.025319148936170488,88.23529411764706,1.634169810501021
0.020507812499999997,0.09527717752659574,0.67,0.015319148936170479,89.55223880597015,0.31722512217793053
0.04101562499999999,0.07476936502659576,0.65,0.004680851063829539,92.3076923076923,2.4382283795442277
0.24609375,0.13030875997340424,0.66,0.00531914893617047,90.9090909090909,1.0396269809428276
-0.011718749999999998,0.12750374002659573,0.68,0.025319148936170488,88.23529411764706,1.634169810501021
-0.03515625,0.15094124002659576,0.67,0.015319148936170479,89.55223880597015,0.31722512217793053
0.12890624999999997,0.013121259973404228,0.63,0.024680851063829556,95.23809523809524,5.368631309947162
-0.011718749999999998,0.12750374002659573,0.66,0.00531914893617047,90.9090909090909,1.0396269809428276
0.24609375,0.13030875997340424,0.66,0.00531914893617047,90.9090909090909,1.0396269809428276
0.03515625,0.08062874002659574,0.69,0.035319148936170386,86.95652173913044,2.9129421890176417
0.1259765625,0.010191572473404256,0.65,0.004680851063829539,92.3076923076923,2.4382283795442277
0.16406249999999997,0.04827750997340423,0.64,0.014680851063829548,93.75,3.880536071851921
0.25488281249999994,0.1390978224734042,0.65,0.004680851063829539,92.3076923076923,2.4382283795442277
0.24609375,0.13030875997340424,0.65,0.004680851063829539,92.3076923076923,2.4382283795442277
0.0146484375,0.10113655252659574,0.66,0.00531914893617047,90.9090909090909,1.0396269809428276
0.087890625,0.027894365026595744,0.62,0.034680851063829565,96.7741935483871,6.904729620239024
0.020507812499999997,0.09527717752659574,0.64,0.014680851063829548,93.75,3.880536071851921
0.0029296874999999996,0.11285530252659574,0.65,0.004680851063829539,92.3076923076923,2.4382283795442277
0.020507812499999997,0.09527717752659574,0.67,0.015319148936170479,89.55223880597015,0.31722512217793053
0.0703125,0.045472490026595744,0.63,0.024680851063829556,95.23809523809524,5.368631309947162
0.03515625,0.08062874002659574,0.67,0.015319148936170479,89.55223880597015,0.31722512217793053
0.04101562499999999,0.07476936502659576,0.68,0.025319148936170488,88.23529411764706,1.634169810501021
0.322265625,0.20648063497340424,0.63,0.024680851063829556,95.23809523809524,5.368631309947162
0.0908203125,0.024964677526595744,0.66,0.00531914893617047,90.9090909090909,1.0396269809428276
0.2666015625,0.15081657247340424,0.68,0.025319148936170488,88.23529411764706,1.634169810501021
0.29296875,0.17718375997340424,0.67,0.015319148936170479,89.55223880597015,0.31722512217793053
0.15820312499999997,0.04241813497340423,0.66,0.00531914893617047,90.9090909090909,1.0396269809428276
0.1259765625,0.010191572473404256,0.63,0.024680851063829556,95.23809523809524,5.368631309947162
-0.0380859375,0.15387092752659576,0.67,0.015319148936170479,89.55223880597015,0.31722512217793053
